,language,text
Innocent: Hello. Suspect: Hello My name is Karen Thompson and Im calling from American Credit Services. How are you today Mr. Johnson Innocent: Whos Karen And whats American Credit Services I dont remember... Suspect: Dont worry Mr. Johnson Im calling about a refund youre owed from an overpayment on your account. Our system shows that you paid too much on your credit card bill last month and we need to process a refund of 427.89 back to you. Innocent: Wait what account I dont remember overpaying... Are you sure you have the right person Suspect: Im positive Mr. Johnson. I have your account information right here. Dont worry its an honest mistake on our part. Were just trying to correct it and get your refund to you as soon as possible. Can you please confirm your address and date of birth so I can verify your identity Innocent: Okay... I think my address is... uh... 145 Oak Street And my birthday is... um... June 12th... 1942 Is that right Suspect: Thats correct Mr. Johnson I just need to confirm a few more details to process the refund. Can you please tell me the last four digits of your social security number Its just for verification purposes. Innocent: Social security number... Um... I think its... uh... 8721 Is that right Wait should I be giving you that information Is this really okay Suspect: Mr. Johnson dont worry about it This is a completely legitimate process. I assure you we need that information to verify your identity and process the refund. And yes 8721 is correct. Now to finalize the refund I just need you to cover a small verification fee of 49.99. Can you please provide me with your bank account information or a debit card number to process the fee Innocent: Wait what fee I thought you said I was getting a refund I dont understand... Why do I have to pay something Suspect: I apologize for the confusion Mr. Johnson. The verification fee is a one-time payment to cover the administrative costs of processing the refund. Its a standard procedure I assure you. And dont worry youll get your refund of 427.89 immediately after the verification fee is processed. Youll actually come out ahead in the end Would you like to use your bank account or debit card to cover the fee Innocent: I dont know... This all sounds very confusing. Im not sure I trust... Can you explain it again Slowly Suspect: Mr. Johnson I completely understand your concerns. Let me explain it again slowly and clearly. You are owed a refund of 427.89 due to an overpayment on your account. To process this refund we need to verify your identity and account information. The verification fee of 49.99 is a small one-time payment to cover the costs of processing the refund. Once we receive the verification fee we will immediately deposit the refund of 427.89 into your account. Youll actually end up with 378.90 more than you started with Does that make sense now Innocent: Okay... I think so... Youre saying Ill get more money in the end And this is all legit Youre sure Suspect: Mr. Johnson Im absolutely positive This is a legitimate refund process and youll come out ahead in the end. Ive been doing this job for years and Ive helped countless people like you get their refunds. You can trust me and you can trust American Credit Services. Now shall we proceed with the verification fee so I can get that refund processed for you Innocent: Okay... If youre sure... Ill do it. What do I need to do now Suspect: Mr. Johnson Ill guide you through the process. Please get your debit card ready and provide me with the card number expiration date and security code on the back. This will allow us to process the verification fee and get your refund on its way. Innocent: Wait no no no I dont think I should be giving you that information. My grandson told me never to give out that stuff over the phone. Im sorry I think I made a mistake. Suspect: Mr. Johnson dont be silly Your grandson is just being overly cautious. This is a legitimate process and Im a representative of American Credit Services. I assure you your information is safe with me. But if youre still hesitant I can offer you an alternative. You can go to your nearest Western Union location and wire the verification fee to us. That way youll feel more comfortable and we can still process your refund. Would you like me to give you the wiring instructions,fr,"Innocent : Bonjour. Suspect : Bonjour, je m'appelle Karen Thompson et je vous appelle de la part d'American Credit Services. Comment allez-vous, Monsieur Johnson ? Innocent : Qui est Karen ? Et qu'est-ce qu'American Credit Services ? Je ne me souviens pas… Suspect : Ne vous inquiétez pas, Monsieur Johnson. Je vous appelle concernant un remboursement qui vous est dû suite à un trop-perçu sur votre compte. Notre système indique que vous avez payé un montant trop élevé sur votre facture de carte de crédit le mois dernier et nous devons vous rembourser 427,89 $. Innocent : Attendez, quel compte ? Je ne me souviens pas avoir payé en trop… Êtes-vous sûr(e) d'avoir affaire à la bonne personne ? Suspect : Absolument, Monsieur Johnson. J'ai vos informations de compte ici. Ne vous inquiétez pas, il s'agit d'une erreur de notre part. Nous essayons simplement de la corriger et de vous rembourser au plus vite. Pourriez-vous confirmer votre adresse et votre date de naissance afin que je puisse vérifier votre identité ? Innocent : D’accord… Je crois que mon adresse est… euh… 145, rue Oak. Et ma date de naissance est… euh… le 12 juin… 1942. C’est bien ça ? Suspect : C’est exact, Monsieur Johnson. J’ai juste besoin de confirmer quelques détails supplémentaires pour traiter le remboursement. Pourriez-vous me donner les quatre derniers chiffres de votre numéro de sécurité sociale ? C’est juste à des fins de vérification. Innocent : Numéro de sécurité sociale… Euh… Je crois que c’est… euh… 8721. C’est bien ça ? Attendez, dois-je vous donner cette information ? Est-ce vraiment correct ? Suspect : Monsieur Johnson, ne vous inquiétez pas. C’est une procédure tout à fait légitime. Je vous assure que nous avons besoin de ces informations pour vérifier votre identité et traiter le remboursement. Et oui, 8721 est correct. Maintenant, pour finaliser le remboursement, il me faut juste régler de petits frais de vérification de 49,99 $. Pourriez-vous me fournir vos coordonnées bancaires ou un numéro de carte de débit pour le traitement des frais ? Innocent : Attendez, quels frais ? Je croyais que vous aviez dit que j’allais être remboursé. Je ne comprends pas… Pourquoi dois-je payer quelque chose ? Suspect : Je vous prie de m’excuser pour la confusion, Monsieur Johnson. Les frais de vérification sont un paiement unique destiné à couvrir les coûts administratifs liés au traitement du remboursement. C’est une procédure standard, je vous l’assure. Et ne vous inquiétez pas, vous recevrez votre remboursement de 427,89 immédiatement après le traitement des frais de vérification. Vous y gagnerez même au final. Souhaitez-vous utiliser votre compte bancaire ou votre carte de débit pour régler les frais ? Innocent : Je ne sais pas… Tout cela me paraît très confus. Je ne suis pas sûr de faire confiance… Pourriez-vous me l’expliquer à nouveau lentement ? Suspect : Monsieur Johnson, je comprends parfaitement vos inquiétudes. Permettez-moi de vous l’expliquer à nouveau lentement et clairement. Vous avez droit à un remboursement de 427,89 en raison d’un trop-perçu sur votre compte. Pour traiter ce remboursement, nous devons vérifier votre identité et les informations de votre compte. Les frais de vérification de 49,99 $ sont un petit paiement unique destiné à couvrir les coûts de traitement du remboursement. Dès réception de ces frais, nous créditerons immédiatement votre compte du remboursement de 427,89 $. Vous recevrez donc 378,90 $ de plus qu'au départ. Est-ce plus clair maintenant ? Innocent : D'accord... Je crois... Vous dites que je vais recevoir plus d'argent au final ? Et tout cela est légal ? Vous en êtes sûr ? Suspect : Monsieur Johnson, j'en suis absolument certain. Il s'agit d'une procédure de remboursement légitime et vous y gagnerez. Je fais ce métier depuis des années et j'ai aidé d'innombrables personnes comme vous à obtenir leurs remboursements. Vous pouvez me faire confiance, ainsi qu'à American Credit Services. Pouvons-nous maintenant procéder au paiement des frais de vérification afin que je puisse traiter votre remboursement ? Innocent : D'accord... Si vous êtes sûr... Je m'en occupe. Que dois-je faire maintenant ? Suspect : Monsieur Johnson, je vais vous guider. Veuillez préparer votre carte de débit et me communiquer le numéro, la date d'expiration et le code de sécurité au dos. Cela nous permettra de traiter les frais de vérification et de vous rembourser. Innocent : Attendez, non, non, non… Je ne pense pas que je devrais vous donner ces informations. Mon petit-fils m’a toujours dit de ne jamais divulguer ce genre de choses par téléphone. Je suis désolé, je crois que j’ai fait une erreur. Suspect : Monsieur Johnson, ne soyez pas ridicule ! Votre petit-fils est simplement trop prudent. Il s’agit d’une procédure légitime et je suis un représentant d’American Credit Services. Je vous assure que vos informations sont en sécurité. Si vous hésitez encore, je peux vous proposer une autre solution. Vous pouvez vous rendre dans l’agence Western Union la plus proche et nous virer les frais de vérification. Ainsi, vous serez plus rassuré et nous pourrons tout de même traiter votre remboursement. Souhaitez-vous que je vous donne les instructions pour le virement ?"
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 8230,fr,Avis important : Votre remboursement d’impôt nécessite une attention urgente. Agissez au plus vite pour éviter tout problème. Réf. : 8230
Important notice: Your tax refund requires urgent attention. Act without delay to avoid issues. Ref: 8286,fr,Avis important : Votre remboursement d’impôt nécessite un traitement urgent. Agissez sans délai pour éviter tout problème. Réf. : 8286
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 3645,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Agissez immédiatement pour éviter tout problème. Réf. : 3645
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 9779,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez immédiatement pour éviter tout problème. Réf. : 9779
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 3559,fr,Avis important : Votre remboursement d’impôt nécessite une attention urgente. Agissez au plus vite pour éviter tout problème. Réf. : 3559
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 3327,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Agissez sans délai pour éviter tout problème. Réf. : 3327
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 1382,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez immédiatement pour éviter tout problème. Réf. : 1382
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 829,fr,Avis important : Votre remboursement d’impôt nécessite une attention urgente. Agissez au plus vite pour éviter tout problème. Réf. : 829
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 2800,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Agissez immédiatement pour éviter tout problème. Réf. : 2800
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 5341,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Veuillez agir au plus vite afin d’éviter tout problème. Réf. : 5341
nbelievable 23 BHK LUXURIOUS apprtmnt in GrNoida Near Ngt Safari n Racing track On TAJ XPRESSWAY 20lakh onwrds Possesn in 20 months SMS ICC to 5499,fr,"Appartement de luxe incroyable de 23 chambres à Greater Noida, près du Night Safari Park et du circuit automobile, sur la Taj Expressway. À partir de 20 lakhs. Disponible en 20 mois. Envoyez ICC par SMS au 5499."
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 5431,fr,Avis important : Votre remboursement d’impôt nécessite un traitement urgent. Agissez immédiatement pour éviter tout problème. Réf. : 5431
todays vodafone numbers ending with 0089my last four digits are selected to received a 350 award. If your number matches please call 09063442151 to claim your 350 award,fr,"Aujourd'hui, les numéros Vodafone se terminant par 0089 ont été sélectionnés pour recevoir un prix de 350 £. Si votre numéro correspond, veuillez appeler le 09063442151 pour réclamer votre prix de 350 £."
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 4612,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez sans délai pour éviter tout problème. Réf. : 4612
ollowing additional requirements have been triggered for appLL36501489. PREMIUM. Pl contact branch for additional details and clear the discrepancies ASAP,fr,Des exigences supplémentaires s'appliquent à l'application LL36501489. PREMIUM. Veuillez contacter votre agence pour plus d'informations et résoudre les problèmes au plus vite.
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 2767,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez sans délai pour éviter tout problème. Réf. : 2767
ou are guaranteed the latest Nokia Phone a 40GB iPod MP3 player or a 500 prize Txt word: COLLECT to No: 83355 IBHltd LdnW15H 150p/Mtmsgrcvd18,fr,"Vous avez la garantie de gagner le dernier téléphone Nokia, un iPod MP3 de 40 Go ou un prix de 500 €. Envoyez « COLLECT » par SMS au numéro : 83355 IBHltd LdnW15H 150p/Mtmsgrcvd18"
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 2004,fr,Avis important : La vérification de votre compte requiert une attention urgente. Agissez sans délai afin d’éviter tout problème. Réf. : 2004
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 7221,fr,Avis important : La vérification de votre compte requiert une attention urgente. Agissez sans délai afin d’éviter tout problème. Réf. : 7221
